5.565217391304348,0.0,0.0,0.0,0.0,0.0,0.0,
6.230769230769231,10.0,0.0,0.0,0.0,0.0,0.0,
5.565217391304348,0.0,0.0,0.0,0.0,0.0,0.0,
5.565217391304348,0.0,0.0,0.0,0.0,0.0,0.0,
5.565217391304348,0.0,0.0,0.0,0.0,0.0,0.0,
5.565217391304348,0.0,0.0,0.0,0.0,0.0,0.0,
5.565217391304348,0.0,0.0,0.0,0.0,0.0,0.0,
5.565217391304348,0.0,0.0,0.0,0.0,0.0,0.0,
5.039370078740157,0.0,0.0,0.0,0.0,0.0,0.0,
4.765625,5.0,0.0,0.0,0.0,0.0,0.0,
4.962406015037594,5.0,0.0,5.0,0.0,0.0,0.0,
4.962406015037594,5.0,0.0,5.0,0.0,0.0,0.0,
4.696969696969697,0.0,0.0,5.0,0.0,0.0,0.0,
4.962406015037594,5.0,0.0,5.0,0.0,0.0,0.0,
